DATE,LNS12024230
2014-07-01,32405
2014-08-01,32395
2014-09-01,32648
2014-10-01,32740
2014-11-01,32797
2014-12-01,32924
2015-01-01,33032
2015-02-01,32781
2015-03-01,33185
2015-04-01,33321
2015-05-01,33398
2015-06-01,33387
2015-07-01,33583
2015-08-01,33411
2015-09-01,33414
2015-10-01,33795
2015-11-01,33860
2015-12-01,34092
2016-01-01,34084
2016-02-01,34206
2016-03-01,34234
2016-04-01,34340
2016-05-01,34214
2016-06-01,34403
2016-07-01,34633
2016-08-01,34492
2016-09-01,34633
2016-10-01,34680
2016-11-01,34706
2016-12-01,34637
2017-01-01,34840
2017-02-01,34912
2017-03-01,35162
2017-04-01,35101
2017-05-01,35171
2017-06-01,35299
2017-07-01,35362
2017-08-01,35491
2017-09-01,35608
2017-10-01,35486
2017-11-01,35597
2017-12-01,35536
2018-01-01,35485
2018-02-01,35762
2018-03-01,35772
2018-04-01,35985
2018-05-01,36283
2018-06-01,36219
2018-07-01,36346
2018-08-01,36489
2018-09-01,36554
2018-10-01,36612
2018-11-01,36771
2018-12-01,36954
2019-01-01,36817
2019-02-01,37102
2019-03-01,36893
2019-04-01,36794
2019-05-01,36733
2019-06-01,36882
2019-07-01,37464
